62,4,7,Question 2: 30 * 13 - 60,system,330,360
63,4,8,Question 3: What does SSD stand for?,system,Solid State Drive,Solid Slate Drive
64,4,9,Question 4: Who created C++?,system,Steve Wozniak,Bjarne Stroustrup
65,4,10,Are you interested in viewing your results?,system,Hell yes!,"Meh, not interested."
66,4,11,"Your answers might be wrong, but reviewing them could be a great decision to learn.",,,
67,5,1,A mysterious man talked to you about religion and his beliefs. He looked like he wanted to share.,system,none,none
68,5,2,Should you listen to him?,system,"Nope, nope, nope.",Yes.
69,5,3,You woke up and realized you were dreaming.,system,none,none
70,5,4,It turned out his beliefs are directly opposite to what you believe in.,system,none,none
71,5,5,Should you be tolerant and keep an open mind about the man's beliefs?,system,PROVE HIM WRONG!,Listen and acknowledge the difference.
72,5,6,Listening to other people could be a great way to connect spiritually.,system,Wake up,none
73,5,7,"Realizing that, you asked yourself,",system,none,none
74,5,8,"""Am I accepting the views of others, and does my values guide my decisions and actions?""",system,Be stubborn and do what you must.,"Yes, this is a smart way of being spiritually well."
75,5,9,Stubborness destroys good advice.,system,Wake up,none
76,5,10,"Is it better to live each day in a way that is consistent with our values and beliefs than to do otherwise,",system,none,none
77,5,11,and do what the world tells you what to do and feel untrue to yourself?,system,Be true to yourself!,Conform with the world and do things as they are!
78,5,12,The world is a prison.,system,Wake up,none
79,5,13,Congratulations! You are a free bird!,system,none,none
80,6,1,"After that crazy dream, you woke up and remembered that BlueHacks 2019 is today!",system,none,none
81,6,2,But there is also a special event for the game that you are playing.,system,none,none
82,6,3,"Enticed by both, you're having a hard time picking where to go. Which one will you pick?",system,BlueHacks 2019,GAME ON!
83,6,4,Good prioritization in life could lead you to a better career.,system,Ending,none
84,6,5,"You and your team joined BlueHacks, and started developing software together.",system,none,none
85,6,6,"After finishing your tasks, you noticed your teammate having a hard time on his tasks. What will you do?",system,"Help him out, of course.",I G N O R E
86,6,7,"Teamwork makes the dream work, and you just failed it.",system,Ending,none
87,6,8,"Ten hours into the event and you are mentally exhausted. There are still lots of work to do, but there are plenty of time. What would you do?",system,"Rest now, resume later.",PUSH ON! DON'T STOP!
88,6,9,"There is nothing wrong with pushing yourself to the limits,",system,none,none
89,6,10,"but balancing work, leisure, and rest are necessary for occupational wellness.",system,Ending,none
90,6,11,You won at BlueHacks and you fell in love with developing web apps. But Android development seems to make a lot more money.,system,none,none
91,6,12,What would you choose?,system,Do what you love.,ALL FOR THE MONEH!
92,6,13,Money can't buy happiness.,system,Ending,none
93,6,14,"If you do what you love, money will follow.",system,Ending,none
